,year,branch_name,hour,amount_in_gbp
4622,2020.0,Bedford Borough branch,14.0,62488841.75
4623,2019.0,Rugby branch,0.0,62487192.2486
4624,2016.0,Reigate and Banstead branch,16.0,62486586.5484
4625,2014.0,Lincoln branch,14.0,62486366.492
4626,2013.0,North Yorkshire outlet,7.0,62483934.12960001
4627,2020.0,Colchester outlet,20.0,62481379.24
4628,2018.0,East Dunbartonshire branch,1.0,62480020.98240001
4629,2020.0,Bracknell Forest store,16.0,62474227.92
4630,2014.0,Lancashire store,18.0,62473041.0832
4631,2015.0,Glasgow City outlet,21.0,62470672.785000004
4632,2019.0,Newark and Sherwood store,18.0,62470550.9862
4633,2011.0,North Yorkshire outlet,3.0,62469475.487600006
4634,2017.0,Dorset outlet,22.0,62464931.4744
4635,2012.0,Uttlesford branch,1.0,62464133.49120001
4636,2015.0,Staffordshire store,3.0,62457796.962
4637,2020.0,North Yorkshire store,9.0,62456133.17
4638,2018.0,Bridgend outlet,8.0,62455377.936000004
4639,2012.0,Uttlesford branch,20.0,62455369.55280001
4640,2016.0,Stoke-on-Trent store,0.0,62454114.67
4641,2010.0,Haringey store,14.0,62444685.432000004
4642,2014.0,Fareham outlet,19.0,62437997.512
4643,2019.0,Reigate and Banstead branch,15.0,62434058.5106
4644,2018.0,Shepway store,6.0,62421819.90720001
4645,2020.0,Lambeth store,15.0,62421750.01
4646,2018.0,Selby branch,5.0,62419233.90720001
4647,2016.0,Reigate and Banstead branch,1.0,62417252.34
4648,2018.0,Colchester outlet,11.0,62412817.12320001
4649,2017.0,Sefton outlet,10.0,62411116.5778
4650,2011.0,Peeblesshire outlet,17.0,62407388.646400005
4651,2016.0,Dumfries and Galloway branch,9.0,62406389.5872
4652,2020.0,Staffordshire store,4.0,62404710.09
4653,2020.0,Newark and Sherwood store,15.0,62404435.86
4654,2017.0,Peeblesshire outlet,23.0,62404158.5286
4655,2020.0,Bracknell Forest store,22.0,62399786.11
4656,2019.0,Bedfordshire store,0.0,62393693.173
4657,2012.0,Castle Point outlet,15.0,62388848.247600004
4658,2020.0,Dorset outlet,6.0,62383940.41
4659,2017.0,Richmondshire outlet,18.0,62380923.2702
4660,2018.0,Armagh outlet,8.0,62380892.63040001
4661,2020.0,Rugby branch,10.0,62378022.55
4662,2012.0,Armagh outlet,22.0,62375794.185600005
4663,2019.0,Bracknell Forest store,5.0,62372388.5708
4664,2017.0,North Yorkshire store,12.0,62370601.8728
4665,2012.0,Chiltern store,4.0,62370464.96520001
4666,2014.0,Stoke-on-Trent store,4.0,62368169.9432
4667,2018.0,Fylde outlet,6.0,62355916.53120001
4668,2016.0,South Northamptonshire store,6.0,62355761.4352
4669,2014.0,York outlet,23.0,62353508.914400004
4670,2012.0,Ceredigion store,22.0,62351421.795600004
4671,2017.0,Castle Point outlet,18.0,62343724.1802
4672,2020.0,Cheshire East outlet,6.0,62340057.44
4673,2017.0,North Yorkshire store,1.0,62338933.423200004
4674,2018.0,Rushcliffe branch,1.0,62335836.28800001
4675,2017.0,Lambeth store,19.0,62335632.6414
4676,2020.0,Hinckley and Bosworth branch,17.0,62335509.65
4677,2017.0,Haringey store,20.0,62330356.609400004
4678,2013.0,Colchester outlet,10.0,62319555.26900001
4679,2020.0,East Hertfordshire branch,7.0,62319290.45
4680,2015.0,North Yorkshire store,3.0,62319176.253
4681,2016.0,Shepway store,9.0,62314206.8844
4682,2020.0,Newham branch,6.0,62313203.76
4683,2017.0,Oxford outlet,11.0,62310582.8446
4684,2019.0,Lancashire store,16.0,62309027.4352
4685,2016.0,Reigate and Banstead branch,17.0,62308300.677600004
4686,2019.0,East Hertfordshire branch,19.0,62307338.9442
4687,2016.0,Peeblesshire outlet,2.0,62306051.4616
4688,2016.0,Bassetlaw outlet,9.0,62305146.2736
4689,2017.0,Bassetlaw outlet,18.0,62299844.2
4690,2012.0,Castle Point outlet,0.0,62298699.212400004
4691,2016.0,East Dunbartonshire branch,22.0,62290294.5204
4692,2020.0,East Hertfordshire branch,17.0,62289319.81
4693,2014.0,Newark and Sherwood store,6.0,62288861.1664
4694,2012.0,Oxford outlet,17.0,62287631.44800001
4695,2016.0,Dumfries and Galloway branch,16.0,62287566.8124
4696,2020.0,Darlington store,5.0,62286538.23
4697,2014.0,Sefton outlet,13.0,62285000.096
4698,2011.0,South Northamptonshire store,19.0,62283015.1546
4699,2020.0,Isle of Anglesey outlet,15.0,62278311.44
4700,2012.0,Shepway store,23.0,62274834.56040001
4701,2012.0,North Yorkshire store,18.0,62273615.418000005
4702,2020.0,Dorset outlet,7.0,62269993.54
4703,2017.0,Lichfield outlet,12.0,62269253.6766
4704,2020.0,East Sussex outlet,10.0,62269015.4
4705,2019.0,Fylde outlet,15.0,62267742.3284
4706,2015.0,Glasgow City outlet,17.0,62267050.107
4707,2017.0,Wrexham store,18.0,62266715.8364
4708,2020.0,Colchester outlet,12.0,62266528.37
4709,2019.0,Tyne and Wear outlet,5.0,62266510.39
4710,2013.0,Epsom and Ewell store,10.0,62261716.35600001
4711,2017.0,Larne store,0.0,62258242.7986
4712,2012.0,Lichfield outlet,13.0,62256909.83400001
4713,2016.0,Shepway store,16.0,62256383.3388
4714,2018.0,Selby branch,4.0,62251724.73600001
4715,2013.0,Newham branch,19.0,62247398.47400001
4716,2019.0,Dumfries and Galloway branch,9.0,62238414.1134
4717,2019.0,Fylde outlet,3.0,62236763.2348
4718,2012.0,Epsom and Ewell store,3.0,62232259.496400006
4719,2010.0,Staffordshire store,15.0,62231136.872
4720,2018.0,Bassetlaw outlet,10.0,62230077.724800006
4721,2015.0,Richmondshire outlet,15.0,62229851.811
4722,2020.0,Sefton outlet,7.0,62229161.2
4723,2018.0,West Oxfordshire outlet,19.0,62224939.9584
4724,2019.0,North Yorkshire store,22.0,62223907.3988
4725,2017.0,Lincoln branch,15.0,62220568.1908
4726,2017.0,Barry outlet,2.0,62213403.3228
4727,2011.0,Peeblesshire outlet,7.0,62212689.388000004
4728,2020.0,Armagh outlet,4.0,62210362.02
4729,2010.0,Greater London branch,14.0,62207776.784
4730,2018.0,North Ayrshire store,11.0,62204335.804800004
4731,2011.0,Lincoln branch,5.0,62197886.42820001
4732,2012.0,Castle Point outlet,8.0,62194267.53960001
4733,2017.0,Fareham outlet,11.0,62193655.3986
4734,2020.0,Bargoed outlet,16.0,62192019.57
4735,2018.0,Lincolnshire store,2.0,62191514.361600004
4736,2016.0,Bracknell Forest store,16.0,62191260.7248
4737,2014.0,Dumfries and Galloway branch,22.0,62189505.0216
4738,2013.0,Newham branch,2.0,62189234.74760001
4739,2011.0,Isle of Wight store,0.0,62188820.975600004
4740,2014.0,Lincolnshire store,17.0,62188127.1088
4741,2017.0,Armagh outlet,11.0,62184178.5442
4742,2020.0,Bargoed outlet,17.0,62183869.4
4743,2013.0,Ceredigion store,4.0,62183592.47680001
4744,2019.0,Hinckley and Bosworth branch,0.0,62180124.027
4745,2020.0,Stoke-on-Trent store,9.0,62179930.13
4746,2015.0,Lincolnshire store,0.0,62177044.797
4747,2018.0,East Dunbartonshire branch,7.0,62175115.05600001
4748,2020.0,Powys outlet,17.0,62173544.97
4749,2018.0,Powys outlet,14.0,62172566.73600001
4750,2020.0,Newham branch,3.0,62172227.04
4751,2016.0,Lambeth store,23.0,62167109.5288
4752,2011.0,Dumfries and Galloway branch,1.0,62155232.75880001
4753,2015.0,Bassetlaw outlet,21.0,62149112.496
4754,2020.0,Rugby branch,7.0,62142164.45
4755,2016.0,Bracknell Forest store,22.0,62139518.2136
4756,2020.0,Larne store,23.0,62124290.03
4757,2015.0,Lichfield outlet,18.0,62123610.573
4758,2014.0,Epsom and Ewell store,10.0,62122076.412
4759,2019.0,North Yorkshire outlet,5.0,62118745.0296
4760,2012.0,Lichfield outlet,1.0,62112747.009600006
4761,2018.0,Armagh outlet,21.0,62107687.699200004
4762,2018.0,St,14.0,62104996.53120001
4763,2015.0,Rugby branch,10.0,62103079.134
4764,2016.0,Bracknell Forest store,0.0,62098249.0192
4765,2019.0,Lincolnshire store,20.0,62092327.2186
4766,2014.0,Glasgow City outlet,14.0,62092322.688
4767,2020.0,Bridgend outlet,17.0,62091505.16
4768,2014.0,Neath Port Talbot outlet,5.0,62087379.3584
4769,2014.0,Chorley store,3.0,62085991.4752
4770,2014.0,Newark and Sherwood store,18.0,62084987.3336
4771,2015.0,Forest of Dean store,17.0,62082763.758
4772,2016.0,Forest of Dean store,22.0,62082036.1904
4773,2017.0,Stoke-on-Trent store,10.0,62081689.2914
4774,2018.0,North Yorkshire store,19.0,62081193.45600001
4775,2017.0,South Northamptonshire store,8.0,62077073.4684
4776,2020.0,Tyne and Wear outlet,16.0,62075724.92
4777,2011.0,Oxford outlet,10.0,62074219.5058
4778,2013.0,Bridgend outlet,23.0,62073957.90520001
4779,2013.0,Richmondshire outlet,20.0,62069486.89420001
4780,2017.0,North Yorkshire outlet,21.0,62068662.7808
4781,2015.0,Reigate and Banstead branch,21.0,62067678.426
4782,2016.0,West Oxfordshire outlet,12.0,62064914.9536
4783,2019.0,Bargoed outlet,10.0,62063183.028
4784,2014.0,Richmondshire outlet,21.0,62056752.0936
4785,2014.0,North Ayrshire store,8.0,62055075.4472
4786,2015.0,Hampshire branch,21.0,62054482.410000004
4787,2016.0,Lambeth store,21.0,62049237.6108
4788,2020.0,Tyne and Wear outlet,9.0,62044598.27
4789,2019.0,St,17.0,62044467.2918
4790,2015.0,Reigate and Banstead branch,2.0,62039408.418
4791,2019.0,Armagh outlet,10.0,62035295.3248
4792,2018.0,East Sussex outlet,5.0,62035025.356800005
4793,2015.0,Dumfries and Galloway branch,20.0,62033168.862
4794,2018.0,North Yorkshire outlet,5.0,62027389.5552
4795,2015.0,North Yorkshire store,1.0,62024282.028
4796,2010.0,Stoke-on-Trent store,22.0,62021402.496
4797,2017.0,Uttlesford branch,5.0,62020206.2414
4798,2014.0,Bridgend outlet,10.0,62019659.8648
4799,2016.0,Bracknell Forest store,15.0,62015407.7112
4800,2019.0,Glasgow City outlet,17.0,62013579.397
4801,2019.0,Chiltern store,12.0,62010310.4796
4802,2017.0,Sefton outlet,7.0,62009958.399000004
4803,2014.0,East Dunbartonshire branch,5.0,62009874.0536
4804,2019.0,Haringey store,22.0,62008655.1518
4805,2020.0,Armagh outlet,12.0,62001269.48
4806,2018.0,East Sussex outlet,17.0,61999506.268800005
4807,2020.0,Isle of Anglesey outlet,9.0,61997576.36
4808,2014.0,North Yorkshire outlet,22.0,61995707.2504
4809,2020.0,St,8.0,61995129.85
4810,2016.0,Stoke-on-Trent store,23.0,61993771.5744
4811,2017.0,Fylde outlet,12.0,61989605.0396
4812,2018.0,Sefton outlet,21.0,61988437.238400005
4813,2020.0,Bassetlaw outlet,12.0,61984370.82
4814,2016.0,Haringey store,7.0,61979360.234400004
4815,2016.0,Bridgend outlet,15.0,61971496.1848
4816,2018.0,Rugby branch,1.0,61970760.15360001
4817,2016.0,Oxford outlet,1.0,61969772.758
4818,2019.0,Newham branch,22.0,61962011.5128
4819,2016.0,Lincoln branch,6.0,61955166.6264
4820,2020.0,Epsom and Ewell store,20.0,61954974.63
4821,2016.0,Hinckley and Bosworth branch,7.0,61948272.6156
4822,2014.0,East Sussex outlet,22.0,61945235.3256
4823,2017.0,St,21.0,61945105.0354
4824,2018.0,Powys outlet,6.0,61944933.05280001
4825,2017.0,Hampshire branch,7.0,61944262.4288
4826,2018.0,Larne store,20.0,61944188.99520001
4827,2018.0,North Ayrshire store,18.0,61935689.760000005
4828,2014.0,West Oxfordshire outlet,23.0,61931884.3088
4829,2020.0,Armagh outlet,5.0,61929221.41
4830,2018.0,Isle of Wight store,15.0,61927908.288
4831,2017.0,Tyne and Wear outlet,16.0,61926594.6118
4832,2013.0,Lincolnshire store,6.0,61926299.84400001
4833,2017.0,Peeblesshire outlet,9.0,61921157.5672
4834,2012.0,Lambeth store,4.0,61917587.667600006
4835,2012.0,Bridgend outlet,14.0,61917304.51200001
4836,2012.0,Selby branch,3.0,61917113.286000006
4837,2017.0,Bassetlaw outlet,12.0,61915568.8348
4838,2016.0,York outlet,21.0,61911435.2912
4839,2014.0,Larne store,18.0,61907921.592
4840,2019.0,Castle Point outlet,14.0,61904929.1098
4841,2015.0,North Yorkshire outlet,20.0,61903323.828
4842,2013.0,Forest of Dean store,23.0,61902026.01720001
4843,2018.0,North Yorkshire outlet,7.0,61893253.152
4844,2011.0,Newham branch,19.0,61888301.15180001
4845,2015.0,St,21.0,61887797.73
4846,2014.0,North Ayrshire store,7.0,61883921.396
4847,2013.0,Bedfordshire store,22.0,61869257.29960001
4848,2020.0,Richmondshire outlet,22.0,61862095.1
4849,2015.0,Shepway store,20.0,61861769.379
4850,2017.0,Ceredigion store,19.0,61860063.931
4851,2012.0,North Yorkshire store,11.0,61859868.369600005
4852,2013.0,Bracknell Forest store,2.0,61858470.10460001
4853,2012.0,Armagh outlet,9.0,61857610.080000006
4854,2018.0,Rugby branch,7.0,61856367.062400006
4855,2020.0,Dumfries and Galloway branch,10.0,61856049.17
4856,2018.0,Barry outlet,19.0,61854593.70240001
4857,2015.0,Ceredigion store,17.0,61846397.397
4858,2017.0,Bassetlaw outlet,6.0,61841885.0454
4859,2011.0,Epsom and Ewell store,18.0,61840832.499800004
4860,2019.0,Larne store,20.0,61840685.2784
4861,2018.0,Castle Point outlet,0.0,61839426.80640001
4862,2017.0,Lambeth store,7.0,61834811.4608
4863,2016.0,Bassetlaw outlet,18.0,61834326.218
4864,2019.0,St,10.0,61833595.8212
4865,2019.0,Lichfield outlet,14.0,61832854.5198
4866,2012.0,Richmondshire outlet,0.0,61832782.98120001
4867,2020.0,South Northamptonshire store,11.0,61829258.77
4868,2018.0,Bracknell Forest store,16.0,61828502.304000005
4869,2018.0,Chiltern store,9.0,61823539.891200006
4870,2019.0,Bassetlaw outlet,5.0,61818597.3132
4871,2014.0,York outlet,10.0,61816746.7192
4872,2020.0,Lincolnshire store,3.0,61806496.87
4873,2012.0,Bassetlaw outlet,19.0,61805362.962000005
4874,2018.0,York outlet,7.0,61801037.510400005
4875,2020.0,North Ayrshire store,0.0,61799009.01
4876,2014.0,Newham branch,3.0,61797014.7256
4877,2017.0,Chiltern store,3.0,61796996.699
4878,2020.0,Ceredigion store,8.0,61793153.24
4879,2016.0,Rugby branch,23.0,61790484.6024
4880,2014.0,East Dunbartonshire branch,9.0,61789480.764
4881,2017.0,Larne store,10.0,61788637.8712
4882,2019.0,Ceredigion store,20.0,61782207.1496
4883,2016.0,East Dunbartonshire branch,23.0,61781044.372
4884,2018.0,Newark and Sherwood store,18.0,61781013.76320001
4885,2014.0,West Oxfordshire outlet,18.0,61779828.8536
4886,2015.0,Lichfield outlet,19.0,61779791.898
4887,2017.0,East Dunbartonshire branch,15.0,61778751.487
4888,2020.0,Powys outlet,23.0,61774581.84
4889,2020.0,Haringey store,22.0,61761921.59
4890,2020.0,Newham branch,7.0,61752735.59
4891,2020.0,Lancashire store,15.0,61752464.1
4892,2020.0,Ceredigion store,2.0,61750377.81
4893,2016.0,Dorset outlet,8.0,61744330.309200004
4894,2018.0,Forest of Dean store,22.0,61743617.19360001
4895,2010.0,Kent branch,18.0,61742969.6
4896,2013.0,Isle of Anglesey outlet,22.0,61740590.32600001
4897,2016.0,Haringey store,6.0,61733370.294
4898,2019.0,Epsom and Ewell store,11.0,61733078.5736
4899,2020.0,Fylde outlet,14.0,61731820.7
4900,2020.0,Staffordshire store,6.0,61728571.42
4901,2013.0,Bracknell Forest store,14.0,61727906.33220001
4902,2015.0,Hampshire branch,4.0,61725775.779
4903,2019.0,Glasgow City outlet,3.0,61725688.0506
4904,2011.0,Richmondshire outlet,6.0,61720087.4588
4905,2013.0,Newark and Sherwood store,5.0,61719949.13060001
4906,2010.0,East Sussex outlet,20.0,61718032.48
4907,2019.0,East Hertfordshire branch,10.0,61716028.4944
4908,2014.0,Cheshire East outlet,14.0,61709515.7976
4909,2019.0,Colchester outlet,15.0,61707124.0968
4910,2019.0,Forest of Dean store,15.0,61706221.8892
4911,2020.0,Stoke-on-Trent store,8.0,61702222.48
4912,2016.0,Tyne and Wear outlet,4.0,61698201.5276
4913,2019.0,Bedford Borough branch,0.0,61697654.151
4914,2015.0,Chiltern store,20.0,61695039.6
4915,2020.0,North Yorkshire outlet,16.0,61688323.62
4916,2017.0,Stoke-on-Trent store,4.0,61683295.4552
4917,2018.0,Chorley store,9.0,61681811.500800006
4918,2017.0,Rushcliffe branch,13.0,61681375.3548
4919,2019.0,Staffordshire store,5.0,61674290.1082
4920,2016.0,Lincoln branch,11.0,61672519.5252
4921,2017.0,Bedfordshire store,18.0,61657296.4088
4922,2015.0,North Yorkshire store,23.0,61657280.910000004
4923,2014.0,Ceredigion store,13.0,61656600.0952
4924,2016.0,York outlet,12.0,61656568.7124
4925,2016.0,Fylde outlet,1.0,61655368.5908
4926,2011.0,Bassetlaw outlet,17.0,61655322.432000004
4927,2013.0,Powys outlet,21.0,61654688.36600001
4928,2016.0,North Ayrshire store,10.0,61650736.814
4929,2016.0,Armagh outlet,10.0,61646936.5424
4930,2016.0,Haringey store,22.0,61644236.1676
4931,2014.0,Powys outlet,14.0,61644183.0752
4932,2019.0,Glasgow City outlet,2.0,61643433.7988
4933,2018.0,Forest of Dean store,12.0,61637381.376
4934,2011.0,Cheshire East outlet,5.0,61637116.455800004
4935,2020.0,Hampshire branch,12.0,61634898.21
4936,2016.0,St,13.0,61629023.673200004
4937,2012.0,Dumfries and Galloway branch,16.0,61623428.781600006
4938,2013.0,York outlet,5.0,61616250.36500001
4939,2017.0,Newham branch,18.0,61615512.7602
4940,2015.0,Barry outlet,21.0,61615106.604
4941,2012.0,Armagh outlet,0.0,61613845.028400004
4942,2018.0,Bridgend outlet,15.0,61612791.82080001
4943,2012.0,Stoke-on-Trent store,23.0,61611802.5684
4944,2015.0,Fareham outlet,20.0,61610039.244
4945,2019.0,Chorley store,3.0,61609944.543
4946,2015.0,Chorley store,6.0,61607735.667
4947,2016.0,Chorley store,6.0,61606889.982
4948,2020.0,South Northamptonshire store,6.0,61604570.96
4949,2018.0,St,5.0,61604450.4672
4950,2020.0,Lincolnshire store,14.0,61603110.44
4951,2017.0,Isle of Anglesey outlet,22.0,61600462.9466
4952,2018.0,Newham branch,22.0,61598579.78880001
4953,2019.0,Bracknell Forest store,15.0,61597117.4994
4954,2012.0,East Hertfordshire branch,15.0,61595732.20080001
4955,2019.0,Isle of Anglesey outlet,13.0,61590010.3728
4956,2018.0,Lichfield outlet,7.0,61576451.2704
4957,2017.0,Castle Point outlet,15.0,61571008.5918
4958,2019.0,North Yorkshire outlet,2.0,61570890.3768
4959,2018.0,Reigate and Banstead branch,14.0,61569934.3488
4960,2015.0,Newham branch,9.0,61568997.165
4961,2020.0,Castle Point outlet,1.0,61566778.25
4962,2016.0,South Northamptonshire store,13.0,61566214.1324
4963,2020.0,Isle of Wight store,12.0,61556072.15
4964,2014.0,Bedfordshire store,13.0,61555852.7672
4965,2019.0,Bracknell Forest store,19.0,61552919.3132
4966,2018.0,Bracknell Forest store,0.0,61550789.059200004
4967,2019.0,York outlet,4.0,61549099.8906
4968,2019.0,Isle of Anglesey outlet,15.0,61548614.9866
4969,2019.0,Staffordshire store,2.0,61548226.9164
4970,2019.0,Bassetlaw outlet,8.0,61544279.4862
4971,2018.0,Bargoed outlet,7.0,61542365.712000005
4972,2014.0,Bedfordshire store,11.0,61541209.0744
4973,2015.0,West Oxfordshire outlet,4.0,61536797.262
4974,2020.0,Barry outlet,4.0,61531842.37
4975,2014.0,East Sussex outlet,4.0,61526439.9552
4976,2015.0,St,3.0,61518489.39
4977,2020.0,Lincoln branch,18.0,61517763.24
4978,2012.0,North Yorkshire store,20.0,61515986.7
4979,2014.0,Newham branch,21.0,61515190.0352
4980,2017.0,Lancashire store,2.0,61509175.8054
4981,2014.0,Shepway store,3.0,61508264.787200004
4982,2016.0,Lancashire store,2.0,61506590.708
4983,2015.0,Darlington store,23.0,61498510.596
4984,2014.0,South Northamptonshire store,2.0,61488102.4648
4985,2014.0,Cheshire East outlet,13.0,61487143.3352
4986,2017.0,Lancashire store,23.0,61486470.0678
4987,2015.0,Lancashire store,17.0,61485059.394
4988,2016.0,Chorley store,15.0,61484766.2288
4989,2020.0,Hampshire branch,16.0,61483108.35
4990,2017.0,Reigate and Banstead branch,20.0,61481467.1716
4991,2015.0,Bridgend outlet,8.0,61479230.067
4992,2019.0,Hinckley and Bosworth branch,12.0,61477716.9944
4993,2020.0,Bargoed outlet,10.0,61471401.39
4994,2018.0,Bracknell Forest store,17.0,61468761.888000004
4995,2014.0,St,16.0,61468042.8208
4996,2013.0,North Yorkshire outlet,19.0,61467565.78200001
4997,2020.0,Isle of Wight store,21.0,61465448.4
4998,2020.0,Lambeth store,21.0,61461222.53
4999,2017.0,Isle of Wight store,5.0,61441161.0432
5000,2012.0,Darlington store,16.0,61440323.4984
5001,2018.0,Lincoln branch,22.0,61439225.75040001
5002,2013.0,Lincoln branch,0.0,61437948.58600001
5003,2019.0,Stoke-on-Trent store,2.0,61437405.1648
5004,2019.0,Tyne and Wear outlet,16.0,61436749.9172
5005,2015.0,East Dunbartonshire branch,13.0,61430241.51
5006,2019.0,Stoke-on-Trent store,23.0,61429732.9898
5007,2018.0,Hampshire branch,11.0,61429649.404800005
5008,2015.0,Chiltern store,14.0,61429619.862
5009,2016.0,Richmondshire outlet,4.0,61429212.1392
5010,2019.0,Bracknell Forest store,16.0,61428880.9092
5011,2015.0,Lichfield outlet,17.0,61428027.105
5012,2017.0,St,19.0,61427026.7614
5013,2020.0,East Dunbartonshire branch,15.0,61425045.64
5014,2017.0,Lambeth store,11.0,61424653.299
5015,2018.0,Stoke-on-Trent store,15.0,61423970.18880001
5016,2010.0,Fylde outlet,9.0,61423169.92
5017,2017.0,Chorley store,22.0,61422666.28
5018,2015.0,North Ayrshire store,10.0,61421483.619
5019,2011.0,Greater London branch,4.0,61421314.112
5020,2020.0,Lancashire store,9.0,61420291.84
5021,2017.0,North Yorkshire outlet,9.0,61412325.7066
5022,2016.0,Rugby branch,8.0,61411781.8468
5023,2019.0,Castle Point outlet,4.0,61409905.8062
5024,2019.0,Rushcliffe branch,17.0,61409761.2856
5025,2014.0,Staffordshire store,1.0,61409131.5816
5026,2014.0,Epsom and Ewell store,19.0,61408221.6616
5027,2012.0,Castle Point outlet,14.0,61402119.69360001
5028,2017.0,Lincoln branch,8.0,61400533.134
5029,2014.0,Stoke-on-Trent store,19.0,61398481.7864
5030,2016.0,Lincoln branch,21.0,61389861.4208
5031,2013.0,York outlet,11.0,61387366.51640001
5032,2013.0,Chiltern store,4.0,61386699.44880001
5033,2019.0,Sefton outlet,16.0,61385964.367
5034,2011.0,Bridgend outlet,14.0,61385592.288
5035,2020.0,Bedford Borough branch,0.0,61384836.16
5036,2020.0,Rushcliffe branch,18.0,61383917.65
5037,2019.0,Dumfries and Galloway branch,8.0,61383222.5328
5038,2012.0,Staffordshire store,22.0,61382561.158800006
5039,2013.0,Glasgow City outlet,10.0,61380540.88560001
5040,2018.0,West Oxfordshire outlet,0.0,61379714.457600005
5041,2020.0,Colchester outlet,22.0,61373453.26
5042,2015.0,Darlington store,11.0,61371388.548
5043,2017.0,North Yorkshire outlet,10.0,61367910.951
5044,2019.0,Shepway store,19.0,61364851.7664
5045,2020.0,Lambeth store,3.0,61361663.09
5046,2014.0,Peeblesshire outlet,6.0,61361151.0336
5047,2016.0,Castle Point outlet,15.0,61360502.7212
5048,2014.0,Sefton outlet,18.0,61358299.2264
5049,2014.0,Bracknell Forest store,21.0,61356018.5568
5050,2015.0,Forest of Dean store,18.0,61349394.411
5051,2018.0,Hampshire branch,2.0,61349249.28000001
5052,2016.0,Colchester outlet,14.0,61346912.61
5053,2012.0,Lincoln branch,16.0,61343824.483200006
5054,2015.0,South Northamptonshire store,0.0,61339488.453
5055,2019.0,Lincoln branch,5.0,61338953.7082
5056,2015.0,Selby branch,20.0,61338359.07
5057,2020.0,Larne store,14.0,61332488.66
5058,2020.0,Oxford outlet,6.0,61332462.36
5059,2018.0,Barry outlet,1.0,61329273.110400006
5060,2017.0,Bargoed outlet,2.0,61328135.8944
5061,2018.0,Hampshire branch,17.0,61327476.5856
5062,2018.0,Shepway store,0.0,61324131.0336
5063,2020.0,Darlington store,11.0,61319808.94
5064,2017.0,Staffordshire store,5.0,61318726.8986
5065,2017.0,West Oxfordshire outlet,16.0,61316007.6572
5066,2013.0,Bridgend outlet,8.0,61314891.53860001
5067,2017.0,Peeblesshire outlet,22.0,61313745.9702
5068,2010.0,Kent branch,21.0,61313282.56
5069,2019.0,East Sussex outlet,13.0,61313183.1774
5070,2018.0,Powys outlet,22.0,61311433.699200004
5071,2015.0,Bedfordshire store,5.0,61310518.002
5072,2017.0,Darlington store,2.0,61309930.717
5073,2019.0,East Hertfordshire branch,1.0,61308646.4634
5074,2014.0,Powys outlet,2.0,61308189.0344
5075,2012.0,Richmondshire outlet,2.0,61307390.39880001
5076,2013.0,North Ayrshire store,14.0,61303551.81940001
5077,2013.0,Cheshire East outlet,1.0,61297365.84800001
5078,2016.0,Bassetlaw outlet,21.0,61288207.5388
5079,2015.0,Bridgend outlet,11.0,61287497.523
5080,2019.0,Lambeth store,0.0,61282714.1248
5081,2013.0,Forest of Dean store,8.0,61279621.29600001
5082,2016.0,Bassetlaw outlet,20.0,61278976.222
5083,2016.0,Kent branch,19.0,61278900.4968
5084,2017.0,Lancashire store,19.0,61277805.2206
5085,2019.0,Larne store,22.0,61277489.9016
5086,2017.0,Cheshire East outlet,18.0,61272781.2966
5087,2018.0,Colchester outlet,22.0,61268703.51360001
5088,2017.0,Uttlesford branch,8.0,61268306.276200004
5089,2018.0,Barry outlet,9.0,61262444.93760001
5090,2015.0,Hampshire branch,18.0,61259979.222
5091,2012.0,Isle of Anglesey outlet,2.0,61259820.24120001
5092,2020.0,Larne store,3.0,61257281.04
5093,2012.0,West Oxfordshire outlet,11.0,61257217.0728
5094,2015.0,Isle of Anglesey outlet,16.0,61256447.856
5095,2019.0,Lincolnshire store,21.0,61255707.0888
5096,2016.0,Lincolnshire store,14.0,61255622.5004
5097,2019.0,Sefton outlet,15.0,61254938.6512
5098,2012.0,York outlet,16.0,61251686.93280001
5099,2014.0,West Oxfordshire outlet,21.0,61249563.2056
5100,2017.0,South Northamptonshire store,0.0,61247637.9698
5101,2012.0,North Ayrshire store,16.0,61246632.24120001
5102,2013.0,Fylde outlet,11.0,61246129.68820001
5103,2012.0,Bracknell Forest store,14.0,61245666.74520001
5104,2018.0,Powys outlet,9.0,61242872.112
5105,2014.0,Cheshire East outlet,10.0,61242141.0128
5106,2019.0,Selby branch,3.0,61240695.1058
5107,2019.0,Darlington store,3.0,61239098.2056
5108,2018.0,Kent branch,16.0,61232786.764800005
5109,2017.0,Chorley store,11.0,61231383.8846
5110,2015.0,Powys outlet,10.0,61231286.619
5111,2018.0,Lancashire store,8.0,61230702.66240001
5112,2017.0,South Northamptonshire store,16.0,61227503.1322
5113,2017.0,West Oxfordshire outlet,8.0,61222283.1618
5114,2019.0,East Dunbartonshire branch,23.0,61221074.0848
5115,2020.0,Epsom and Ewell store,5.0,61219485.71
5116,2012.0,Glasgow City outlet,21.0,61219369.167600006
5117,2015.0,Fareham outlet,0.0,61217024.778
5118,2020.0,Castle Point outlet,15.0,61216710.8
5119,2020.0,Sefton outlet,8.0,61212858.15
5120,2017.0,Lancashire store,20.0,61211790.5528
5121,2017.0,York outlet,5.0,61211560.6852
5122,2018.0,Peeblesshire outlet,23.0,61211057.03040001
5123,2019.0,Armagh outlet,20.0,61208254.0188
5124,2015.0,Fareham outlet,15.0,61206238.998
5125,2013.0,Lambeth store,11.0,61205433.10360001
